Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
JioMart,4.3,Age make create job Republican current.,28,Kolkata,Food,Neutral,Low,No,Out of Stock,2,Correct
Blinkit,3.0,Ground travel federal spring road radio down environment up.,35,Mumbai,Essentials,Negative,Medium,No,In Stock,2,Incorrect
JioMart,1.9,Weight player both table call behavior every message type science east own.,56,Pune,Food,Negative,High,No,Out of Stock,2,Incorrect
Blinkit,1.0,Professor enter by light your action medical.,34,Pune,Pharmacy,Negative,Low,No,Out of Stock,3,Incorrect
JioMart,4.3,Clearly center fine usually late everyone hard.,24,Bangalore,Pharmacy,Negative,Medium,No,Out of Stock,5,Incorrect
Blinkit,4.8,Wall debate beautiful cold although hospital effort both later set far.,35,Hyderabad,Essentials,Neutral,Medium,No,Out of Stock,4,Incorrect
Blinkit,1.2,Break million wrong north health get beat onto call firm.,48,Ahmedabad,Food,Positive,Medium,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.0,Relationship generation while show within seat series.,48,Ahmedabad,Electronics,Positive,High,Yes,In Stock,4,Incorrect
JioMart,3.2,Threat same region my stage white happen trial begin.,21,Mumbai,Pharmacy,Positive,High,No,In Stock,1,Correct
Blinkit,1.4,Discussion success do rich keep material although order body herself activity.,17,Ahmedabad,Grocery,Negative,High,Yes,Out of Stock,4,Correct
Zepto,4.4,Front feel right door somebody future threat.,28,Chennai,Essentials,Negative,Low,No,In Stock,3,Incorrect
Swiggy Instamart,3.8,Three dream among Congress author reveal goal system upon.,15,Kolkata,Essentials,Negative,Low,Yes,In Stock,3,Correct
Blinkit,4.9,Bank simply guess light big movement leg skin right wish yeah plant measure.,35,Hyderabad,Pharmacy,Negative,Medium,No,In Stock,1,Correct
Zepto,1.9,Look talk about explain while treat economy up blue mention question.,21,Bangalore,Grocery,Negative,High,No,Out of Stock,4,Correct
JioMart,4.0,Call meet hit real hour go us.,41,Kolkata,Grocery,Negative,Low,Yes,In Stock,2,Correct
Zepto,4.5,Employee us deal from entire list night them dinner learn popular energy support.,11,Lucknow,Essentials,Negative,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,1.3,Long fine red candidate together result his goal their out technology event hot.,46,Ahmedabad,Essentials,Negative,Medium,No,In Stock,2,Incorrect
Blinkit,3.7,During short side better act participant.,35,Mumbai,Electronics,Negative,High,No,In Stock,2,Incorrect
Zepto,1.5,Rock stop mind consumer dinner fight well upon relationship cover consumer pull whatever.,53,Lucknow,Electronics,Negative,Low,No,In Stock,1,Incorrect
Blinkit,1.1,No government behind purpose some the necessary social owner accept some ready understand.,24,Delhi,Essentials,Negative,High,Yes,Out of Stock,5,Correct
JioMart,2.0,Area threat certain later thank born mention police beyond experience their leave skin.,40,Hyderabad,Grocery,Positive,Medium,No,In Stock,2,Correct
Zepto,3.2,Modern medical every charge I forget head Congress reach itself.,54,Hyderabad,Essentials,Neutral,High,No,Out of Stock,4,Correct
Swiggy Instamart,1.6,Manage treat system during probably per degree behavior product deal.,14,Bangalore,Pharmacy,Negative,Low,Yes,In Stock,1,Incorrect
Blinkit,2.5,Be stop yourself bill act pattern training join look box difference another.,53,Ahmedabad,Essentials,Negative,High,No,Out of Stock,3,Correct
Swiggy Instamart,1.1,Dream others skill magazine focus daughter.,32,Kolkata,Food,Positive,High,Yes,Out of Stock,3,Correct
Blinkit,4.2,Young there author computer another respond act real until he wait piece nice.,41,Delhi,Food,Negative,High,Yes,Out of Stock,2,Correct
Zepto,3.7,Realize seat mention provide art claim action determine.,55,Bangalore,Grocery,Negative,Low,Yes,Out of Stock,5,Incorrect
JioMart,1.3,Still pretty product want be we member in security community six when law.,52,Mumbai,Electronics,Neutral,Low,No,Out of Stock,4,Incorrect
Blinkit,4.0,Worker clearly weight reality money member ok believe.,23,Lucknow,Food,Negative,Medium,Yes,In Stock,3,Incorrect
Blinkit,4.0,Art teach finish try mean decade natural magazine break.,41,Hyderabad,Grocery,Neutral,High,No,In Stock,4,Incorrect
Zepto,1.8,Adult skill rule nature painting science stage end.,50,Ahmedabad,Electronics,Negative,Low,No,In Stock,2,Correct
Swiggy Instamart,2.1,Nice including item air guess husband the war hear thing decide some glass.,14,Lucknow,Essentials,Positive,Medium,Yes,In Stock,2,Correct
Swiggy Instamart,2.6,Inside late claim behind around official if shoulder population paper.,53,Jaipur,Essentials,Neutral,High,Yes,Out of Stock,4,Incorrect
Zepto,4.3,Parent rich dream different her national alone born ask.,30,Delhi,Pharmacy,Neutral,Low,No,Out of Stock,1,Incorrect
JioMart,4.5,Successful choice then red hot hand market world.,32,Chennai,Pharmacy,Positive,High,No,Out of Stock,2,Incorrect
Swiggy Instamart,4.7,Space fish production color drive thing culture everyone.,23,Jaipur,Essentials,Negative,Medium,Yes,In Stock,4,Correct
JioMart,5.0,Bag determine movie level start audience specific window use.,39,Jaipur,Electronics,Neutral,Medium,Yes,Out of Stock,3,Incorrect
Blinkit,3.6,None best Democrat manage unit establish.,54,Chennai,Grocery,Neutral,High,No,In Stock,4,Correct
Blinkit,4.1,Authority feeling any religious gun remain size.,41,Kolkata,Electronics,Negative,Medium,No,Out of Stock,5,Incorrect
Swiggy Instamart,1.6,Say stand left meeting office case.,57,Pune,Food,Negative,Medium,Yes,Out of Stock,2,Correct
Blinkit,4.8,Charge whom position color pick together crime father happen better.,17,Jaipur,Electronics,Positive,Low,Yes,In Stock,2,Incorrect
JioMart,1.2,Until little else executive office television successful serve simply protect type chair base.,10,Bangalore,Food,Negative,Medium,Yes,In Stock,1,Correct
Swiggy Instamart,2.0,Network including operation identify rule song scientist game avoid agent western.,51,Mumbai,Food,Neutral,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3.1,Financial sure later world will stay campaign specific reason.,52,Lucknow,Pharmacy,Positive,Low,Yes,In Stock,2,Correct
Blinkit,4.9,Style from enough win allow however believe sell matter one cause fight.,58,Jaipur,Food,Negative,Low,Yes,In Stock,4,Incorrect
Zepto,1.0,Nothing by single book shake once seek.,28,Ahmedabad,Pharmacy,Positive,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,4.0,Certain listen safe middle member improve defense direction discuss nature feel affect.,22,Chennai,Pharmacy,Negative,High,Yes,In Stock,2,Correct
Swiggy Instamart,4.1,Feeling number smile usually part turn interview consider three radio.,34,Chennai,Grocery,Negative,Low,Yes,Out of Stock,5,Incorrect
JioMart,1.8,Window American current deep man poor adult artist tax experience imagine itself dog.,60,Hyderabad,Essentials,Neutral,High,Yes,In Stock,4,Incorrect
JioMart,1.1,Likely ahead line these house concern experience family help candidate customer.,12,Hyderabad,Essentials,Negative,High,Yes,In Stock,3,Incorrect
Blinkit,2.5,International behind task surface enjoy medical old food similar.,11,Jaipur,Electronics,Positive,High,No,In Stock,2,Correct
Zepto,2.7,Kitchen rich ten exactly recently or though wonder young former design dream.,51,Mumbai,Grocery,Neutral,Low,Yes,Out of Stock,1,Correct
Swiggy Instamart,2.2,Job per at floor because he drive age put.,17,Mumbai,Pharmacy,Negative,Medium,Yes,In Stock,1,Incorrect
Blinkit,2.9,Behavior entire street Democrat body child.,50,Bangalore,Grocery,Negative,Medium,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,4.7,Great rather agreement on though drug example ground.,17,Chennai,Grocery,Positive,Medium,No,Out of Stock,2,Incorrect
Swiggy Instamart,2.8,After gun herself member practice develop career woman write amount person every.,34,Ahmedabad,Electronics,Positive,Medium,No,In Stock,4,Correct
Swiggy Instamart,1.0,Huge nice main although it defense instead.,15,Mumbai,Electronics,Negative,Medium,Yes,Out of Stock,2,Correct
Zepto,3.2,Expect area language official sort red site use message.,52,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,3,Correct
Zepto,1.3,Career mother movement happy official necessary their maybe would your since.,11,Lucknow,Essentials,Negative,Low,Yes,In Stock,1,Incorrect
Zepto,2.3,Look capital clear service reason agreement its senior also once.,25,Bangalore,Pharmacy,Negative,Medium,No,Out of Stock,2,Incorrect
JioMart,4.8,Walk maintain stop these thought ball.,31,Kolkata,Food,Negative,Low,No,In Stock,3,Incorrect
Blinkit,4.9,Itself conference political consider week response decade mean memory.,30,Ahmedabad,Electronics,Neutral,Medium,Yes,In Stock,3,Correct
JioMart,1.0,Carry sometimes space order third society now that garden show describe night.,52,Jaipur,Essentials,Positive,Medium,Yes,Out of Stock,2,Incorrect
JioMart,3.1,Wind buy soon heart deal network follow head risk kitchen board recognize history.,29,Jaipur,Grocery,Neutral,High,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,4.1,Many college drive state event because.,30,Jaipur,Essentials,Neutral,High,No,In Stock,1,Correct
Blinkit,1.9,Talk notice live simple environmental business least Democrat forward certain buy turn business.,34,Jaipur,Electronics,Negative,Medium,No,Out of Stock,2,Correct
JioMart,2.2,Stay at card example color exactly trial election.,59,Jaipur,Food,Negative,High,Yes,In Stock,1,Correct
Zepto,3.1,Vote moment development fish about smile sure growth impact resource room stuff.,14,Lucknow,Electronics,Positive,High,No,In Stock,5,Correct
Zepto,4.0,Rate them ok across close message natural laugh.,47,Pune,Pharmacy,Neutral,High,No,Out of Stock,2,Correct
Zepto,1.4,Anything benefit probably research newspaper soldier.,24,Kolkata,Pharmacy,Negative,Medium,Yes,In Stock,2,Correct
Zepto,1.7,Resource woman high well include thank camera daughter difficult better however collection.,49,Chennai,Grocery,Positive,Low,Yes,In Stock,2,Incorrect
Blinkit,2.5,Step policy money policy source old through manage activity figure board person age.,16,Jaipur,Pharmacy,Positive,Medium,No,In Stock,2,Correct
Blinkit,1.1,Fish cover skill thank civil report system.,36,Lucknow,Food,Negative,Medium,No,Out of Stock,1,Correct
JioMart,1.2,Above night land type stand argue final save behavior run.,42,Lucknow,Electronics,Positive,Medium,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.9,Treat child own whole soon game within.,42,Pune,Food,Positive,Medium,No,Out of Stock,4,Correct
JioMart,3.4,Base risk from industry sing now smile which total child.,60,Bangalore,Food,Negative,High,Yes,Out of Stock,5,Correct
Blinkit,1.9,Your pressure me peace need after bar employee.,60,Chennai,Electronics,Negative,High,Yes,In Stock,2,Incorrect
Swiggy Instamart,2.9,Box recent recent fly response air like artist.,30,Mumbai,Grocery,Negative,Medium,No,In Stock,3,Correct
JioMart,4.4,Itself certainly thus carry on thank central music.,13,Ahmedabad,Electronics,Negative,Medium,No,Out of Stock,5,Incorrect
Zepto,1.7,Green tend baby happen trip main.,39,Delhi,Food,Negative,High,Yes,Out of Stock,5,Correct
Zepto,1.9,Last concern practice yard artist project plan prove which level message.,57,Kolkata,Pharmacy,Neutral,High,No,Out of Stock,1,Correct
Zepto,1.1,Win travel believe reduce agreement part prevent finally outside rock.,24,Delhi,Essentials,Negative,Medium,Yes,In Stock,5,Incorrect
JioMart,2.7,Employee throughout business hand then accept grow PM throw stage power writer side.,35,Kolkata,Electronics,Positive,Medium,Yes,In Stock,5,Correct
Swiggy Instamart,3.3,Not cover season cause Democrat structure huge message into.,36,Delhi,Electronics,Negative,Medium,Yes,Out of Stock,5,Incorrect
JioMart,4.7,Amount surface guy occur character less ever team finally significant away room place.,60,Jaipur,Food,Positive,High,No,Out of Stock,3,Incorrect
JioMart,3.6,Front increase sister her scene eight.,51,Chennai,Grocery,Positive,Medium,Yes,Out of Stock,1,Incorrect
Zepto,1.6,Spend meeting serious everybody put determine run.,23,Pune,Pharmacy,Negative,Low,No,Out of Stock,1,Incorrect
Zepto,4.7,It PM under quality while allow stock.,55,Delhi,Pharmacy,Negative,Low,Yes,In Stock,3,Incorrect
Swiggy Instamart,2.7,Suffer usually case music quickly word soon growth check almost traditional.,26,Pune,Food,Neutral,Medium,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,1.1,Artist staff time cut government point fact successful store.,45,Pune,Grocery,Negative,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,4.3,Rather say agent consider mission find anyone.,14,Mumbai,Electronics,Neutral,High,Yes,Out of Stock,4,Correct
Blinkit,4.4,Prove some truth crime attack part we whose not.,10,Ahmedabad,Electronics,Neutral,High,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.9,Put describe side move nature citizen contain none of computer artist.,22,Mumbai,Essentials,Neutral,High,No,Out of Stock,5,Correct
Blinkit,3.8,Each player learn pass describe among participant often trial.,46,Pune,Electronics,Positive,High,No,In Stock,4,Incorrect
Zepto,3.9,Newspaper within case memory miss floor lot.,54,Delhi,Grocery,Negative,Low,Yes,Out of Stock,1,Incorrect
JioMart,4.4,Machine Mr party they she hotel mean.,60,Mumbai,Pharmacy,Neutral,High,No,In Stock,4,Correct
Swiggy Instamart,2.7,Reach suggest none major fact stand list.,48,Kolkata,Electronics,Negative,High,No,Out of Stock,2,Incorrect
Swiggy Instamart,1.1,Case collection few public almost example bank wonder against then executive.,43,Chennai,Pharmacy,Negative,Low,No,In Stock,2,Incorrect
Swiggy Instamart,2.5,Yet choose reflect number near provide day.,52,Jaipur,Essentials,Neutral,Low,Yes,In Stock,2,Correct
JioMart,1.9,Happen challenge action everyone high last.,14,Jaipur,Essentials,Neutral,High,Yes,Out of Stock,2,Incorrect
Blinkit,1.1,Defense education official clear crime answer.,59,Jaipur,Food,Positive,High,Yes,Out of Stock,4,Correct
Swiggy Instamart,2.4,He strong push debate school generation worry with record break front there.,55,Hyderabad,Essentials,Negative,Low,Yes,In Stock,4,Correct
Zepto,2.2,Agree recognize for tax single authority general down suffer system without story.,21,Bangalore,Grocery,Negative,High,Yes,Out of Stock,2,Correct
JioMart,2.2,Arrive night skill account national perform war produce.,27,Lucknow,Food,Negative,Medium,No,In Stock,5,Correct
Swiggy Instamart,1.9,Attention cost ball street include or energy wind civil type forward real similar.,59,Kolkata,Food,Negative,Low,No,In Stock,4,Correct
JioMart,3.9,Suggest must yeah idea just citizen research finish drive radio home Democrat.,34,Hyderabad,Essentials,Negative,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,2.9,Central hear check population commercial perform too condition hard.,26,Hyderabad,Food,Neutral,High,Yes,Out of Stock,1,Correct
JioMart,1.6,Environment work whatever born add candidate money.,40,Ahmedabad,Food,Neutral,Low,Yes,In Stock,4,Correct
JioMart,4.2,Black explain no tax message alone many put return serious throw example.,60,Bangalore,Grocery,Positive,Medium,Yes,In Stock,5,Incorrect
Swiggy Instamart,2.6,Need film ago while actually more reality capital any popular exist or.,27,Ahmedabad,Grocery,Neutral,Low,Yes,In Stock,3,Correct
Swiggy Instamart,1.4,Amount amount month most center blue later hit recent safe artist.,44,Kolkata,Essentials,Negative,High,No,Out of Stock,2,Correct
Swiggy Instamart,2.7,Here agent together into anything agreement without religious institution move something throughout.,57,Bangalore,Electronics,Neutral,Low,No,Out of Stock,1,Correct
Swiggy Instamart,3.3,Buy ago heart hair require recognize note.,43,Lucknow,Electronics,Neutral,Medium,No,Out of Stock,5,Correct
JioMart,3.2,At media bit purpose threat avoid end too what contain public street play.,15,Bangalore,Electronics,Negative,Low,No,Out of Stock,2,Incorrect
JioMart,3.6,Offer despite however later east stuff place eye director free billion lose.,47,Ahmedabad,Essentials,Negative,Low,No,Out of Stock,5,Correct
Swiggy Instamart,1.8,Decide dog between training research many offer than make process however.,28,Bangalore,Pharmacy,Negative,Low,Yes,Out of Stock,1,Incorrect
Blinkit,2.6,Evening color receive order pressure attention night share.,18,Hyderabad,Food,Neutral,High,No,Out of Stock,1,Incorrect
Zepto,4.0,Market hard of whatever somebody ball.,32,Bangalore,Pharmacy,Negative,Low,Yes,Out of Stock,5,Correct
Blinkit,4.7,Letter beautiful decision onto alone attention.,21,Chennai,Electronics,Positive,Low,Yes,Out of Stock,2,Incorrect
Blinkit,3.9,Special federal road situation easy may bed deal.,51,Ahmedabad,Food,Positive,High,Yes,In Stock,2,Incorrect
Blinkit,1.9,Bank young appear their individual rest.,23,Mumbai,Electronics,Neutral,Medium,Yes,Out of Stock,5,Correct
Zepto,4.9,College property base stuff current produce leg over follow manage knowledge clearly six.,43,Ahmedabad,Essentials,Positive,Medium,No,In Stock,5,Correct
Blinkit,4.9,Great able kid current better three.,57,Bangalore,Grocery,Positive,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,1.7,Prevent two bag weight five station nothing team think raise head.,40,Chennai,Food,Neutral,Low,Yes,Out of Stock,2,Correct
Swiggy Instamart,2.1,Ok wide off exactly course without common decade recognize.,22,Chennai,Grocery,Positive,Medium,Yes,In Stock,4,Correct
JioMart,2.2,Effort certainly work black thank table food data sport why since.,17,Chennai,Essentials,Positive,Low,No,In Stock,4,Incorrect
Blinkit,4.4,Skin exactly war manage goal magazine role create simple role before.,29,Hyderabad,Electronics,Neutral,Low,Yes,In Stock,5,Correct
JioMart,4.1,Rise event themselves popular hair improve thank record upon article.,30,Bangalore,Grocery,Negative,Low,Yes,In Stock,3,Correct
Blinkit,3.7,Third drug other husband role happy agree likely physical own site.,26,Mumbai,Grocery,Neutral,Medium,Yes,In Stock,2,Incorrect
JioMart,4.4,Lot politics seat red within so begin water.,57,Jaipur,Essentials,Positive,Low,No,In Stock,1,Incorrect
Zepto,1.7,Series senior stand cup thank successful above right push.,27,Jaipur,Essentials,Negative,Low,No,Out of Stock,1,Correct
JioMart,4.9,Big degree director serious collection season develop car game rule teacher behavior country.,34,Delhi,Grocery,Neutral,Low,Yes,Out of Stock,1,Correct
Blinkit,2.3,Report reality without religious trial challenge PM figure.,32,Chennai,Electronics,Positive,Low,No,Out of Stock,2,Incorrect
Swiggy Instamart,3.2,School approach thank offer occur as wind provide week gun.,23,Lucknow,Essentials,Neutral,Low,No,In Stock,4,Correct
JioMart,2.3,Wall side prepare with purpose know.,13,Jaipur,Grocery,Positive,Medium,No,Out of Stock,4,Incorrect
Blinkit,1.1,Size hotel market take list yeah this but certainly occur hot fund.,22,Jaipur,Grocery,Neutral,Medium,Yes,In Stock,5,Incorrect
JioMart,4.4,Bring training source certainly movement same create line police at.,23,Pune,Food,Positive,Low,Yes,In Stock,5,Incorrect
Blinkit,2.3,Close draw worry research start own maintain central.,52,Delhi,Essentials,Neutral,Low,No,In Stock,5,Correct
Swiggy Instamart,3.9,International image actually production American positive business no form bag view describe natural.,33,Ahmedabad,Grocery,Negative,High,Yes,In Stock,1,Incorrect
Zepto,1.7,Perhaps individual news late if arm natural ever leg value.,25,Pune,Grocery,Neutral,Low,No,Out of Stock,4,Incorrect
Zepto,2.9,North onto include determine time body within class force series follow.,58,Mumbai,Grocery,Negative,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,1.0,Onto animal far attention your Mrs sell choose must debate.,37,Ahmedabad,Pharmacy,Negative,Medium,No,In Stock,4,Correct
Swiggy Instamart,2.0,Arrive local almost image arrive quickly kid trade.,31,Kolkata,Electronics,Positive,Low,Yes,Out of Stock,5,Correct
Blinkit,3.6,Authority sport may whether attack sister certainly image feeling determine day travel how.,11,Bangalore,Electronics,Positive,Low,Yes,Out of Stock,5,Incorrect
Zepto,1.5,Protect red about begin keep fall soon collection quickly.,52,Lucknow,Grocery,Neutral,Low,Yes,Out of Stock,2,Correct
Blinkit,3.4,Relationship become catch himself need wrong.,55,Mumbai,Food,Negative,Medium,Yes,In Stock,3,Correct
Swiggy Instamart,2.6,Reach hotel trial international modern security analysis especially age.,43,Kolkata,Essentials,Negative,High,No,Out of Stock,4,Correct
JioMart,1.4,Third let page result organization admit perform me still contain.,55,Hyderabad,Pharmacy,Negative,High,No,In Stock,2,Correct
Blinkit,4.0,Do international always of place find know.,20,Hyderabad,Grocery,Positive,Medium,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,1.9,General their administration still act heavy north audience business big position.,23,Lucknow,Pharmacy,Neutral,Low,No,In Stock,2,Correct
Swiggy Instamart,2.3,Majority analysis up bill audience news trial.,56,Lucknow,Grocery,Negative,Low,No,In Stock,3,Incorrect
Zepto,3.2,Stand interesting college attention stage require produce.,23,Hyderabad,Essentials,Negative,Low,No,Out of Stock,4,Incorrect
JioMart,1.8,From condition strategy every develop sport get act whether understand get.,26,Mumbai,Electronics,Negative,High,Yes,In Stock,2,Incorrect
Zepto,1.1,Congress purpose explain news generation experience mother past.,34,Hyderabad,Food,Positive,High,No,In Stock,3,Incorrect
Blinkit,4.0,Eye real prove almost provide area animal quite sense such trial.,56,Ahmedabad,Electronics,Neutral,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,1.7,Where even position daughter life thus assume lawyer increase across range.,25,Delhi,Food,Positive,High,No,Out of Stock,2,Correct
Zepto,4.6,Top forget center care general guess research now house order language how computer.,50,Bangalore,Electronics,Negative,Medium,Yes,In Stock,2,Correct
JioMart,4.4,Run industry performance less possible people never safe.,54,Kolkata,Food,Positive,Low,No,Out of Stock,1,Incorrect
Blinkit,4.7,Guess offer on day hear force year indeed really religious country election media.,30,Pune,Essentials,Positive,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,3.8,Bad reflect president top listen shake than network window effect next late six.,51,Hyderabad,Pharmacy,Positive,Low,No,Out of Stock,1,Correct
JioMart,4.2,Fire with thank direction pull central tend here quality choice east total.,43,Mumbai,Food,Positive,Medium,Yes,In Stock,1,Incorrect
Zepto,4.0,Relationship just throw goal well reveal kind look for station.,20,Hyderabad,Essentials,Neutral,Medium,No,Out of Stock,4,Correct
Swiggy Instamart,3.8,Foreign black image there worker last fall.,30,Hyderabad,Grocery,Negative,Low,Yes,Out of Stock,1,Correct
Zepto,1.7,Gas collection article back specific view.,11,Delhi,Electronics,Neutral,Low,No,In Stock,4,Incorrect
JioMart,3.2,Bill sit office nothing rock information ever goal reduce physical if environmental.,36,Chennai,Essentials,Positive,Medium,No,In Stock,4,Correct
Swiggy Instamart,3.4,Game or choice however nothing require charge move executive senior soon another.,28,Hyderabad,Food,Negative,Medium,No,Out of Stock,4,Correct
Zepto,4.2,Animal difference you political if life decide who.,50,Pune,Food,Neutral,High,Yes,Out of Stock,2,Incorrect
Zepto,3.7,Know discover try decision exactly eat understand some happy.,12,Chennai,Pharmacy,Positive,High,Yes,In Stock,2,Incorrect
JioMart,2.1,Hotel possible special response resource right raise tax stay staff.,42,Ahmedabad,Grocery,Neutral,High,No,Out of Stock,2,Incorrect
Blinkit,2.7,Toward enjoy model with mean current two air one law.,20,Ahmedabad,Grocery,Neutral,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,3.1,Morning physical court he talk cultural late note piece writer use.,28,Jaipur,Pharmacy,Positive,Low,No,In Stock,3,Correct
Blinkit,3.7,His network their allow tell event the land.,15,Pune,Grocery,Negative,Low,No,In Stock,1,Correct
Blinkit,5.0,Large Congress week type call town first some while nor officer himself.,22,Pune,Electronics,Positive,Medium,No,In Stock,2,Correct
Zepto,3.5,Again mind tend yard trip fund agree account thought serve let cold explain.,33,Lucknow,Grocery,Negative,Medium,No,Out of Stock,2,Incorrect
JioMart,3.4,Protect rather toward probably word large run bed total material.,54,Delhi,Food,Negative,Low,Yes,Out of Stock,1,Correct
Blinkit,4.1,Detail mind arm fear born story store state often.,18,Kolkata,Essentials,Negative,Low,No,Out of Stock,4,Incorrect
Zepto,2.7,Half discover develop entire along common field tonight pattern.,23,Jaipur,Pharmacy,Neutral,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,2.4,Speak spend network surface question money political great.,44,Ahmedabad,Food,Positive,Medium,Yes,In Stock,3,Incorrect
Blinkit,3.6,Age support summer use send manage anything time.,50,Mumbai,Pharmacy,Positive,Medium,No,Out of Stock,5,Incorrect
Blinkit,5.0,Standard source give see help hope.,34,Ahmedabad,Food,Neutral,Medium,Yes,Out of Stock,2,Incorrect
Zepto,4.1,Focus leave successful way effect peace.,47,Jaipur,Food,Positive,Medium,No,Out of Stock,2,Correct
Swiggy Instamart,3.1,Different nation voice month try she body much your bill ok minute discussion.,59,Mumbai,Grocery,Neutral,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,1.2,Speech soldier safe local race reach various money third.,42,Pune,Pharmacy,Negative,Medium,Yes,In Stock,2,Incorrect
JioMart,1.2,Few control analysis however help type car tell.,21,Lucknow,Food,Positive,Medium,Yes,In Stock,2,Correct
Swiggy Instamart,3.0,Few investment individual money our after shoulder amount much safe religious avoid crime.,23,Pune,Food,Positive,Medium,Yes,In Stock,5,Correct
Swiggy Instamart,4.9,Say country sing office price week girl treat.,60,Ahmedabad,Pharmacy,Negative,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,4.7,Sister east white hope pull ability space teacher lot hair officer order.,33,Hyderabad,Food,Neutral,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,1.7,Process out recently officer understand pull pretty quickly high today trouble.,14,Ahmedabad,Grocery,Negative,Low,Yes,In Stock,5,Incorrect
JioMart,1.3,South however church thank clear white make.,59,Ahmedabad,Food,Neutral,Medium,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.6,Develop ready receive enough another oil change situation other.,27,Bangalore,Food,Positive,High,No,Out of Stock,5,Correct
Swiggy Instamart,2.4,Rise fire after probably when mother reality behind institution military white over discuss.,19,Lucknow,Electronics,Negative,Medium,Yes,Out of Stock,1,Correct
Swiggy Instamart,1.5,Woman good local use address why easy home.,38,Jaipur,Electronics,Neutral,Medium,Yes,Out of Stock,4,Incorrect
JioMart,3.6,Rock language ground second agreement public control.,47,Ahmedabad,Electronics,Neutral,Low,Yes,Out of Stock,4,Correct
Zepto,1.9,Property site us most response shoulder different.,31,Kolkata,Essentials,Negative,Low,No,Out of Stock,1,Correct
JioMart,2.7,System value five staff present respond officer.,38,Mumbai,Essentials,Negative,Low,No,In Stock,4,Incorrect
Blinkit,2.8,Yet method need defense every place itself capital nice.,11,Lucknow,Electronics,Negative,Low,Yes,Out of Stock,3,Correct
Blinkit,4.4,Laugh third top organization career across practice cut hour level.,41,Pune,Grocery,Neutral,Low,Yes,Out of Stock,5,Correct
Blinkit,2.1,Boy up become authority recognize Congress class draw successful door hope talk identify.,56,Jaipur,Electronics,Neutral,Low,Yes,Out of Stock,3,Correct
Zepto,2.6,Old very financial popular them perhaps trouble real plant idea.,50,Chennai,Electronics,Negative,High,No,In Stock,5,Correct
Swiggy Instamart,4.3,Almost my population add drug book push people get.,58,Delhi,Pharmacy,Neutral,Low,Yes,In Stock,5,Correct
Blinkit,4.6,Simply room force move attorney development.,57,Jaipur,Pharmacy,Positive,Medium,Yes,Out of Stock,2,Correct
JioMart,3.3,Stock foot per director become issue country myself blue.,51,Hyderabad,Essentials,Negative,Low,Yes,Out of Stock,1,Incorrect
Zepto,1.4,Stock view once card herself place.,14,Ahmedabad,Grocery,Negative,Low,No,In Stock,4,Correct
JioMart,4.8,Power wrong hot step professional rate position.,39,Pune,Electronics,Negative,Medium,No,Out of Stock,1,Incorrect
Blinkit,3.4,Finally kid public once race people performance bank really away power particularly.,45,Chennai,Food,Positive,Medium,Yes,In Stock,5,Incorrect
JioMart,4.5,Author customer face despite its year chance young bring may current leader whether either.,16,Delhi,Essentials,Neutral,Medium,Yes,In Stock,3,Incorrect
Zepto,2.9,Investment under operation point like charge.,48,Chennai,Pharmacy,Positive,High,Yes,Out of Stock,2,Correct
Zepto,4.1,Eat last white friend deal return magazine be music.,46,Mumbai,Grocery,Positive,High,Yes,Out of Stock,2,Correct
JioMart,4.8,As authority will eye religious near blue.,43,Chennai,Grocery,Positive,High,No,Out of Stock,5,Incorrect
Blinkit,2.8,Story often green author then Mr.,36,Bangalore,Pharmacy,Positive,High,Yes,Out of Stock,5,Correct
Blinkit,1.4,Require account money series light news wonder board.,29,Ahmedabad,Food,Negative,Low,No,In Stock,4,Incorrect
JioMart,4.4,Some long suddenly war whether treat work including.,16,Jaipur,Electronics,Positive,Medium,No,In Stock,2,Incorrect
